Référence;EAN 13;EAN 14 SPCB;EAN 14 PCB;Désignation;PCB;SPCB;Longueur PCB (cm);Largeur PCB (cm);Hauteur PCB (cm);Poids PCB (kg);Poids UVC;Volume (m3)
430558;3118224305584;13118224305581;23118224305588;CAFE AMANDE ORANGE+GENCOD;240.0;12.0;25.0;18.0;30.0;6.9;0.02875;0.013499999999999998
430570;3118224305706;13118224305703;23118224305700;LAG FERMANT LAME 10CM BOIS COUL ASSORTIES;36.0;6.0;32.0;27.0;36.5;12.816;0.35600000000000004;0.031536
430630;3118224306307;;;LAG EVOLUTION BOIS ASSORTI BLISTER;36.0;6.0;46.0;30.0;25.0;6.15;0.17083333333333334;0.0345
431240;3118224312407;;;COUTEAU CURVING SATINE+GENCOD;240.0;6.0;44.5;26.0;24.5;20.31;0.08462499999999999;0.0283465
431250;3118224312506;;;FETTE CURVING SATINE+GENCOD;240.0;6.0;44.5;26.0;24.5;17.04;0.071;0.0283465
431260;3118224312605;;;CUILLERE CURVING SATINE+GENCOD;240.0;6.0;43.0;28.0;20.5;20.4;0.08499999999999999;0.024682
431270;3118224312704;;;CAFE CURVING SATINE+GENCOD;240.0;6.0;45.0;18.5;23.0;7.68;0.032;0.0191475
431730;3118224317303;;;PAIN FUSION/ADFLEX FX CDF;96.0;6.0;43.5;28.0;29.0;15.54;0.161875;0.03532199999999999
431740;3118224317402;;;CHEF FUSION/ADFLEX FX CDF;54.0;6.0;40.0;30.0;20.0;8.04;0.14888888888888888;0.024
431760;3118224317600;;;CUISINE 16CM FUSION/ADFLEX FX CDF;54.0;6.0;0.0;0.0;0.0;8.1;0.15;0.0
431770;3118224317709;;;FRUIT/LEG FUSION/ADFLEX FX CDF;54.0;6.0;40.0;30.0;20.0;7.07;0.13092592592592592;0.024
431790;3118224317907;;;OFFICE FUSION/ADFLEX FX CDF;150.0;6.0;40.0;30.0;20.0;9.0;0.06;0.024
432081;3118224320815;;;TUBO 6 STEAK RECORD COUL.ASSORTI EN BARQUETTE DE45;45.0;45.0;60.0;41.0;31.0;7.515;0.16699999999999998;0.07626
432240;3118224322406;;;MARAICHER ABSOLU MANCHE EBENE EN BERLINGOT;150.0;150.0;40.0;30.0;20.0;16.2;0.108;0.024
432250;3118224322505;;;GRILLADIN ABSOLU MANCH EBENE/BTE;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
432260;3118224322604;;;EMINCEUR ABSOLU MANCHE EBENE EN BERLINGOT;75.0;75.0;43.0;16.5;11.0;0.96;0.012799999999999999;0.0078045
432280;3118224322802;;;CUISINIER ABSOLU MANCHE EBENE EN BERLINGOT;72.0;72.0;43.0;16.5;11.0;1.74;0.024166666666666666;0.0078045
432290;3118224322901;;;BOULANGER ABSOLU MANCHE EBENE EN BERLINGOT;75.0;1.0;0.0;0.0;0.0;2.04;0.027200000000000002;0.0
432470;3118224324707;;;PLANCHE BI-MAT +7 CTX SENSIO;10.0;10.0;60.0;40.0;30.0;15.88;1.588;0.072
433000;3118224330005;;;M16 SELECT INOX BOITE TB COLLECTION;3.0;3.0;28.5;17.0;33.0;4.176;1.3920000000000001;0.015988500000000003
433340;3118224333402;;;COF.LUXE 6 CAFE LAG BOIS NOIR GS;12.0;12.0;36.0;27.0;18.0;6.9;0.5750000000000001;0.017495999999999998
433400;3118224334003;;;PAIN TRANSITION+ BTE GRISE+ STICKER;6.0;6.0;45.5;16.5;10.8;1.5;0.25;0.0081081
433481;3222473119288;;;CISEAU CUISINE 21.3CM BI MAT CAS;72.0;6.0;38.0;27.0;30.0;9.36;0.13;0.03078
433491;3222473119318;;;CISEAU UNIVERSEL 20.3CM BI M CAS;96.0;6.0;32.5;26.0;35.0;8.348;0.08695833333333335;0.029575
433501;3222473119332;;;CISEAU LINGERE BI MAT CASINO;240.0;6.0;52.0;24.0;37.0;13.672;0.05696666666666667;0.046176
433511;3222473119349;;;CISEAU ECOLIER BI MAT15CM CAS;240.0;6.0;54.0;24.0;40.0;12.092;0.050383333333333336;0.05184000000000001
433560;3118224335604;13118224335601;23118224335608;COUTEAU BAROQUE+GENCOD;120.0;6.0;35.0;29.5;22.0;10.72;0.08933333333333333;0.022715
433570;3118224335703;13118224335700;23118224335707;FOURCHETTE BAROQUE+GENCOD;120.0;6.0;34.0;25.0;20.0;10.6;0.08833333333333333;0.017
433580;3118224335802;13118224335809;23118224335806;CUILLERE BAROQUE+GENCOD;120.0;6.0;32.5;25.0;21.5;11.48;0.09566666666666666;0.017468749999999998
433590;3118224335901;13118224335908;23118224335905;CAFE BAROQUE+GENCOD;120.0;6.0;30.0;23.0;22.0;6.52;0.05433333333333333;0.015179999999999997
433610;3118224336106;13118224336103;23118224336100;COUTEAU KOBE+GENCOD;144.0;6.0;31.5;19.0;9.5;9.6;0.06666666666666667;0.005685750000000001
433620;3118224336205;13118224336202;23118224336209;FOURCHETTE KOBE+GENCOD;144.0;6.0;31.5;19.0;9.5;9.384;0.06516666666666666;0.005685750000000001
433630;3118224336304;13118224336301;23118224336308;CUILLERE KOBE+GENCOD;144.0;6.0;31.5;29.0;13.5;10.39;0.07215277777777779;0.01233225
433640;3118224336403;13118224336400;23118224336407;CAFE KOBE+GENCOD;144.0;6.0;36.5;18.0;18.0;5.832;0.0405;0.011826000000000001
433650;3118224336502;;;M24 KOBE BOITE LISA;6.0;6.0;29.5;24.0;31.0;0.18;0.03;0.021948
433651;3118224336519;13118224336516;23118224336513;M16 KOBE BOITE COLLECTION INOX;3.0;3.0;23.5;26.5;29.5;3.301;1.1003333333333334;0.018371125
433660;3118224336601;;;COUTEAU ALIZE+GENCOD;240.0;6.0;31.5;29.0;13.5;18.48;0.077;0.01233225
433670;3118224336700;;;FOURCHETTE ALIZE+GENCOD;240.0;6.0;31.5;29.0;13.5;19.92;0.083;0.01233225
433680;3118224336809;;;CUILLERE ALIZE+GENCOD;240.0;6.0;31.5;29.0;13.5;19.39;0.08079166666666666;0.01233225
433690;3118224336908;;;CAFE ALIZE+GENCOD;240.0;6.0;31.5;19.0;13.5;15.16;0.06316666666666666;0.00807975
433710;3118224337103;13118224337100;23118224337107;COUTEAU SELECT+GENCOD;120.0;6.0;29.0;28.0;23.0;11.4;0.095;0.018675999999999998
433720;3118224337202;13118224337209;23118224337206;FOURCHETTE SELECT+GENCOD;240.0;6.0;45.0;25.0;18.5;20.4;0.08499999999999999;0.0208125
433730;3118224337301;13118224337308;23118224337305;CUILLERE SELECT+GENCOD;240.0;6.0;48.0;23.0;19.0;25.32;0.1055;0.020975999999999998
433740;3118224337400;13118224337407;23118224337404;CAFE SELECT+GENCOD;240.0;6.0;36.0;18.0;23.5;10.92;0.0455;0.015227999999999998
433810;3118224338100;;;COUTEAU SAN REMO+GENCOD;120.0;12.0;28.0;28.0;16.5;11.28;0.094;0.012936000000000001
433820;3118224338209;;;FETTE SAN REMO+GENCOD;240.0;12.0;29.0;25.5;25.0;18.516;0.07715;0.0184875
433830;3118224338308;;;CUILLERE SAN REMO+GENCOD;240.0;12.0;28.0;25.5;21.0;20.798;0.08665833333333332;0.014994
433840;3118224338407;;;CAFE SAN REMO+GENCOD;240.0;12.0;28.0;18.0;17.5;11.28;0.047;0.008820000000000001
433860;3118224338605;13118224338602;23118224338609;COUTEAU KOS(TOSCANE SATINE)+GENC;144.0;12.0;27.0;24.5;19.5;10.44;0.0725;0.01289925
433870;3118224338704;13118224338701;23118224338708;FETTE KOS(TOSCANE SATINE)+GENC;144.0;12.0;25.0;23.5;16.5;8.496;0.059000000000000004;0.00969375
433880;3118224338803;13118224338800;23118224338807;CUIL KOS(TOSCANE SATINE)+GENC;144.0;12.0;25.0;22.5;18.0;10.656;0.07400000000000001;0.010125
433890;3118224338902;13118224338909;23118224338906;CAFE KOS(TOSCANE SATINE)+GENC;144.0;12.0;21.5;20.0;17.0;4.002;0.027791666666666666;0.00731
434511;3118224345115;;;BLOC 6 CX LAG ABS MI MULTICOLOR CLAIR;6.0;6.0;20.5;14.5;28.0;2.424;0.40399999999999997;0.008322999999999999
434910;3222473119455;;;BLOC 5 CX BI-MAT CASINO;12.0;2.0;40.0;30.0;39.0;17.3;1.4416666666666667;0.046799999999999994
435300;3118224353004;;;FOURCHETTE OSLO+GENCOD;240.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0
435361;3118224353615;;;COUTEAU BOLERO IVOIRE+GENCOD;240.0;6.0;40.0;30.0;20.0;9.033;0.0376375;0.024
435363;3118224353639;;;COUTEAU BOLERO ARDOISE+GENCOD;240.0;6.0;40.0;30.0;20.0;9.033;0.0376375;0.024
435371;3118224353714;;;FOURCHETTE BOLERO IVOIRE+GENCOD;240.0;6.0;36.0;24.0;32.0;9.67;0.04029166666666666;0.027648000000000002
435373;3118224353738;;;FOURCHETTE BOLERO ARDOISE+GENCOD;240.0;6.0;36.0;24.0;32.0;9.67;0.04029166666666666;0.027648000000000002
435381;3118224353813;;;CUILLERE BOLERO IVOIRE+GENCOD;240.0;6.0;35.0;26.0;32.0;10.24;0.042666666666666665;0.02912
435383;3118224353837;;;CUILLERE BOLERO ARDOISE+GENCOD;240.0;6.0;35.0;26.0;32.0;10.24;0.042666666666666665;0.02912
435391;3118224353912;;;CAFE BOLERO IVOIRE+GENCOD;240.0;6.0;31.0;17.5;26.0;6.896;0.028733333333333333;0.014105000000000001
435393;3118224353936;;;CAFE BOLERO ARDOISE+GENCOD;240.0;6.0;31.0;17.5;26.0;6.896;0.028733333333333333;0.014105000000000001
435660;3118224356609;;;CUISINE 17 FORGE OLIVIER EN BERLINGOT;6.0;6.0;43.0;16.5;10.7;1.216;0.20266666666666666;0.00759165
435730;3118224357309;;;CUISINE 17 SENSIO+BTE DETAILLANT TB CLASSIC;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
435740;3118224357408;;;STEAK SENSIO+BTE DETAILLANT TB CLASSIC;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
436061;3118224360613;;;BOULANGER SEDUCTION BERLINGOT;75.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0
436070;3118224360705;;;SANTUKO SEDUCTION BTE;6.0;6.0;43.5;16.6;11.2;2.16;0.36000000000000004;0.00808752
436170;3118224361702;;;PAIN BAMBOO STICK FX CDF;42.0;6.0;40.0;30.0;20.0;6.15;0.14642857142857144;0.024
436240;3118224362402;;;OFFICE 9 TRANSITION FX COUTEAU DU CHEF;150.0;3.0;40.0;30.0;20.0;16.708;0.11138666666666666;0.024
436250;3118224362501;;;STEAK 12 TRANSITION FX COUTEAU DU CHEF;150.0;3.0;40.0;30.0;20.0;16.5;0.11;0.024
436260;3118224362600;;;PAIN TRANSITION FX COUTEAU DU CHEF;72.0;3.0;44.0;28.5;29.0;17.789;0.24706944444444445;0.036366
436280;3118224362808;;;SANTUKO 17 TRANSITION FX COUTEAU DU CHEF;54.0;3.0;40.0;30.0;20.0;13.427;0.24864814814814815;0.024
436420;3118224364208;;;LAG FERMANT 12CM CORNE+BTE DETAILLANT;12.0;12.0;29.0;23.5;9.0;1.63;0.13583333333333333;0.006133499999999998
436490;3118224364901;;;OFFICE FORGE+BTE GRISE+STICKER;6.0;6.0;29.0;23.5;9.0;1.12;0.18666666666666668;0.006133499999999998
436510;3118224365106;;;CUISINE17 FORGE EN BOITE BENTO+STICKER;6.0;6.0;39.0;19.0;11.0;3.011;0.5018333333333334;0.008150999999999999
436520;3118224365205;;;CHEF 19 FORGE EN BOITE BENTO+STICKER;6.0;6.0;60.0;39.7;20.0;1.38;0.22999999999999998;0.04764
436530;3118224365304;;;BOUCHER FORGE EN BOITE BENTO+STICKER;6.0;6.0;38.5;19.0;11.0;3.19;0.5316666666666666;0.008046500000000002
436540;3118224365403;;;PAIN FORGE EN BOITE BENTO+STICKER;6.0;6.0;43.5;16.5;10.5;1.44;0.24;0.0075363750000000005
436560;3118224365601;;;JAMBON FORGE+BTE GRISE+STICKER;6.0;6.0;43.0;16.5;10.5;0.88;0.14666666666666667;0.00744975
436571;3118224365717;;;CUISINE 25 FORGE+BERLINGOT TB CLASSICS;75.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0
436580;3118224365809;;;FOURCHETTE FORGE+BTE GRISE+STICKER;6.0;6.0;0.0;0.0;0.0;2.16;0.36000000000000004;0.0
436581;3118224365816;;;FETTE DECOUPER FORGE+BERLINGOT TB CLASSICS;72.0;6.0;44.0;28.0;29.0;11.366;0.15786111111111112;0.035728
437010;3118224370100;;;PAIN BAMBOO STICK BOITE DETAILLANT TB CLASSICS;6.0;6.0;45.0;17.5;11.0;1.15;0.19166666666666665;0.0086625
437220;3118224372203;;;COUTEAU TOSCANE NOIR +GENCOD;180.0;12.0;46.0;15.0;11.0;6.67;0.03705555555555556;0.007590000000000001
437221;3118224372210;;;COUTEAU TOSCANE BLANC +GENCOD;180.0;12.0;46.0;15.0;11.0;6.67;0.03705555555555556;0.007590000000000001
437230;3118224372302;;;FOURCHETTE TOSCANE NOIR +GENCOD;180.0;12.0;46.0;15.0;11.0;6.48;0.036000000000000004;0.007590000000000001
437231;3118224372319;;;FOURCHETTE TOSCANE BLANC +GENCOD;180.0;12.0;46.0;15.0;22.0;6.48;0.036000000000000004;0.015180000000000003
437240;3118224372401;;;CUILLERE TOSCANE NOIR +GENCOD;180.0;12.0;32.0;28.5;14.0;9.6;0.05333333333333333;0.012768000000000002
437241;3118224372418;;;CUILLERE TOSCANE BLANC +GENCOD;180.0;12.0;32.0;28.5;14.0;9.6;0.05333333333333333;0.012768000000000002
437250;3118224372500;;;CAFE TOSCANE NOIR +GENCOD;180.0;12.0;31.0;19.0;9.0;4.47;0.024833333333333332;0.005300999999999999
437251;3118224372517;;;CAFE TOSCANE BLANC +GENCOD;180.0;12.0;31.0;19.0;9.0;4.47;0.024833333333333332;0.005300999999999999
437721;3118224377215;;;M16 SAN REMO BOITE TB COLLECTION;3.0;3.0;26.5;17.0;31.0;4.521;1.507;0.013965499999999999
437751;3118224377512;13118224377519;23118224377516;M16 KOS (TOSCANE) SATINE BOITE TB COLLECTION;3.0;3.0;26.0;19.0;31.5;3.141;1.047;0.015561000000000002
437752;3118224377529;13118224377526;23118224377523;M16 KOS (TOSCANE) POLI MIROIR BOITE COLLECTION INOX;3.0;3.0;26.5;18.0;31.0;3.401;1.1336666666666666;0.014787000000000002
438580;3118224385807;13118224385804;23118224385801;M24 LAG MULTICOLORS COF+BAND MI;6.0;6.0;33.5;29.0;29.0;8.338;1.3896666666666666;0.028173499999999997
439200;3118224392003;;;OFFICE BOIS ELAN FX COUTEAU DU CHEF;180.0;6.0;40.0;30.0;20.0;8.153;0.04529444444444445;0.024
439220;3118224392201;;;CUISINE 17 BOIS ELAN FX COUTEAU DU CHEF;72.0;6.0;40.0;30.0;20.0;8.894;0.12352777777777778;0.024
439230;3118224392300;;;PAIN BOIS ELAN FX COUTEAU DU CHEF;120.0;6.0;44.0;28.0;29.5;15.494;0.12911666666666666;0.036344
439240;3118224392409;;;BOUCHER BOIS ELAN FX COUTEAU DU CHEF;72.0;6.0;40.0;30.0;20.0;9.36;0.13;0.024
439295;3118224392959;;;M16 ALIZE BOITE TB COLLECTION;3.0;3.0;33.0;29.0;15.0;3.645;1.215;0.014355000000000001
