Référence;Description FR;Description ENG;Fournisseur;Date céation;Gamme;Lot/Vrac;Nombre de pièce;EAN 13;EAN 14 SPCB;EAN 14 PCB;Nomenclature;"Epaisseur
(mm)";"Longueur 
(mm)";"Poids 
(g)";"Matière lame/
haut de couvert";Chrome %;Finition;"Matière manche/
produit";"Pantone/Motif manche
N°1";"Pantone/Motif manche
N°2";"Pantone/Motif manche
N°3";"Pantone/Motif manche
N°4";"Pantone/Motif manche
N°5";"Pantone/Motif manche
N°6";Marquage;"Dimensions marquage
(mm)";"Emplacement du
marquage";Artwork;How to pack;Matière Packaging;"Poids Packaging
(g)";"Hauteur Packaging 
(cm)";"Longueur Packaging
(cm)";"Largeur Packaging
(cm)";SPCB;PCB;"Hauteur PCB
(cm)";"Longueur PCB
(cm)";"Largeur PCB
(cm)";"Volume PCB
(cmb)";"Poids PCB
(kg)"
10010187;COFFRET 3 CERAMIQUES OFF STEAK EPL LAME BLANCHE MANCHE GRIS;SET OF 3 CERAMIC PARING STEAK PEELER WHITE BLADE GREY HANDLE;SURPASS;2019-01-28;Céramique;Lot;3.0;3118220027510;0;0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;18.0;23.5;56.0;36.5;0.04803400000000001;0.2742222222222222
10010188;COFFRET 3 CERAMIQUES OFF STEAK EPL LAME BLANCHE MANCHE NOIR;SET OF 3 CERAMIC PARING STEAK PEELER WHITE BLADE BLACK HANDLE;SURPASS;2019-01-28;Céramique;Lot;3.0;3118220027527;0;0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;18.0;24.0;55.5;37.5;0.04995000000000001;0.27566666666666667
10010189;COFFRET 3 CERAMIQUES OFF STEAK EPL LAME NOIRE MANCHE NOIR;SET OF 3 CERAMIC PARING STEAK PEELER BLACK BLADE BLACK HANDLE;SURPASS;2019-01-28;Céramique;Lot;3.0;3118220027534;0;0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;18.0;23.5;56.0;36.5;0.04803400000000001;0.2742222222222222
10010190;COFFRET 2 CERAMIQUES 125MN + 75MN LAME BLANCHE MANCHE GRIS;SET OF 2 CERAMICS 125MM+75MM WHITE BLADE GREY HANDLE;SURPASS;2019-01-28;Céramique;Lot;2.0;3118220027541;0;0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;18.0;24.5;43.5;37.0;0.039432749999999996;0.24916666666666668
10010191;COFFRET 2 CERAMIQUES 125MN + 75MN LAME BLANCHE MANCHE BLEU;SET OF 2 CERAMICS 125MM+75MM WHITE BLADE BLUE HANDLE;SURPASS;2019-01-28;Céramique;Lot;2.0;3118220027558;0;0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;18.0;24.5;43.5;37.0;0.039432749999999996;0.24916666666666668
10010192;COFFRET 3 COUTEAUX STEAK CERAMIQUE LAME BLANCHE DOMEDIA;SET OF 3 STK KNIVES CERAMIC WHITE BLADE DOMEDIA;SURPASS;2019-05-28;Céramique;Lot;3.0;3250392858278;0;0;;;75;;;;;;;;;;;;;;;;;;;;;;6.0;18.0;24.0;51.0;33.0;0.040392000000000004;0.2826111111111111
10010193;DISPLAY CARTON 36 COFFRET 4 CERAMIQUE MANCHE POIS COULEUR;CARDBOARD DISPLAY 36 SETS 4 CERAMIC PEA HANDLE;SURPASS;2019-06-18;Céramique;Lot;4.0;3118220029064;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;40.0;63.5;49.5;0.12573;13.555
10010196;EPLUCHEUR UNIVERSAL CERAMIC CRF SS BLISTER PEGB;UNIVERSAL CERAMIC PEELER UNDER BLISTER CARREFOUR;SURPASS;2022-05-05;Céramique;Vrac;1.0;3616479606574;13616479606571;23616479606578;69120029000.0; /;;;Ceramic; /;White blade;ABS + MAT SURFACE;Black; /; /; /; /; /; /; /; /;;Each piece on color card - then 6 pieces in a box with sticker (french description - barcode - N° Lot written as a barcode - HOcode - quantity) - then 3 boxes in a master carton (=18 pieces);;;;;;6.0;18.0;12.5;38.0;24.5;0.0116375;0.07011111111111111
10010197;OFFICE UNIVERSAL CERAMIC CRF SS BLISTER PEGB;UNIVERSAL CERAMIC PARING CRF UNDER BLISTER;SURPASS;2022-05-05;Céramique;Vrac;1.0;3616479617792;13616479617799;23616479617796;69120029000.0;1.5;;;Ceramic; /;White blade;ABS + MAT SURFACE;Black; /; /; /; /; /;LOGO CARREFOUR + HOME;6,4 x 6;Côté lame;;Each piece on color card - then 6 pieces in a box with sticker (french description - barcode - N° Lot written as a barcode - HOcode - quantity) - then 3 boxes in a master carton (=18 pieces);;;;;;6.0;18.0;12.5;28.0;28.5;0.009975000000000001;0.06883333333333334
10010198;STEAK UNIVERSAL CERAMIC CRF SS BLISTER PEGB;UNIVERSAL CERAMIC STEAK CRF UNDER BLISTER;SURPASS;2022-05-05;Céramique;Vrac;1.0;3616479617808;13616479617805;23616479617802;69120029000.0;1.6;;;Ceramic; /;White blade;ABS + MAT SURFACE;Black; /; /; /; /; /;LOGO CARREFOUR + HOME;6,4 x 6;Côté lame;;Each piece on color card - then 6 pieces in a box with sticker (french description - barcode - N° Lot written as a barcode - HOcode - quantity) - then 3 boxes in a master carton (=18 pieces);;;;;;6.0;18.0;13.5;31.5;31.5;0.013395374999999998;0.08466666666666667
10010199;CHEF UNIVERSAL CERAMIC CRF SS BLISTER PEGB;UNIVERSAL CERAMIC CHEF CRF UNDER BLISTER;SURPASS;2022-05-05;Céramique;Vrac;1.0;3616479617815;13616479617812;23616479617819;69120029000.0;1.8;;;Ceramic; /;White blade;ABS + MAT SURFACE;Black; /; /; /; /; /;LOGO CARREFOUR + HOME;7,4 x 7;Côté lame;;Each piece on color card - then 6 pieces in a box with sticker (french description - barcode - N° Lot written as a barcode - HOcode - quantity) - then 3 boxes in a master carton (=18 pieces);;;;;;6.0;18.0;16.0;37.0;32.0;0.018944000000000003;0.15361111111111111
10010200;OFFICE METALIS CERAMIQUE LAME BLANCHE MANCHE METAL EN BOITE;PARING KNIFE WHITE CERAMIC BLADE METAL HANDLE IN A BOX;SURPASS;2023-03-22;Céramique;Vrac;1.0;3118220046818;13118220046815;23118220046812;69120029000.0;1.6;201.2;;Ceramic; /;White blade : 92,52 mm;Metal;Steel; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;21 x 3,5;Côté tranchant;;;;;;;;6.0;24.0;34.0;37.0;19.0;0.023902;0.14104166666666665
10010201;STEAK METALIS CERAMIQUE LAME BLANCHE MANCHE METAL EN BOITE;STEAK KNIFE WHITE CERAMIC BLADE METAL HANDLE IN A BOX;SURPASS;2023-03-22;Céramique;Vrac;1.0;3118220046825;13118220046822;23118220046829;69120029000.0;1.6;227.3;;Ceramic; /;White blade : 118,78 mm;Metal;Steel; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;21 x 3,5;Côté tranchant;;;;;;;;6.0;24.0;34.0;37.0;19.0;0.023902;0.144375
10010202;CHEF METALIS CERAMIQUE LAME BLANCHE MANCHE METAL EN BOITE;CHEF KNIFE WHITE CERAMIC BLADE METAL HANDLE IN A BOX;SURPASS;2023-03-22;Céramique;Vrac;1.0;3118220046832;13118220046839;23118220046836;69120029000.0;1.8;296.32;;Ceramic; /;White blade : 168,23 mm;Metal;Steel; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;4,5 X 24,5;Côté tranchant;;;;;;;;6.0;18.0;17.5;36.0;27.0;0.017009999999999997;0.19311111111111112
10010203;SANTOKU METALIS CERAMIQUE LAME BLANCHE MANCHE METAL EN BOITE;SANTOKU KNIFE WHITE CERAMIC BLADE METAL HANDLE IN A BOX;SURPASS;2023-03-22;Céramique;Vrac;1.0;3118220046849;13118220046846;23118220046843;69120029000.0;1.8;302.5;;Ceramic; /;White blade : 168,23 mm;Metal;Steel; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;24,5 x 4,5;Côté tranchant;;;;;;;;6.0;18.0;17.0;36.0;28.0;0.017136;0.2035
10010204;OFFICE EQUILIBRE CERAMIQUE LAME BLANCHE MANCHE METAL BTE CDF;PARING KNIFE EQUILIBRE WHITE CERAMIC BLADE METAL HDL IN BOX;SURPASS;2024-07-01;Céramique;Vrac;1.0;3118220050792;13118220050799;23118220050796;69120029000.0;1.6;190.12;;Ceramic; /;White blade;ABS;Black; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;21 x 3,5;Côté tranchant;;;;;;;;6.0;24.0;36.0;39.0;20.0;0.028080000000000008;0.11541666666666667
10010205;STEAK EQUILIBRE CERAMIQUE LAME BLANCHE MANCHE METAL BTE CDF;STEAK KNIFE EQUILIBRE WHITE CERAMIC BLADE METAL HDL IN BOX;SURPASS;2024-07-01;Céramique;Vrac;1.0;3118220050808;13118220050805;23118220050802;69120029000.0;1.6;216.52;;Ceramic; /;White blade;ABS;Black; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;21 x 3,5;Côté tranchant;;;;;;;;6.0;24.0;36.0;39.0;20.5;0.028782000000000002;0.1175
10010206;CUISINE EQUILIBRE CERAMIQUE LAME BLANCHE MANCH METAL BTE CDF;KITCHEN KNIFE EQUILIBRE WHITE CERAMIC BLADE METAL HDL IN BOX;SURPASS;2024-07-01;Céramique;Vrac;1.0;3118220050815;13118220050812;23118220050819;69120029000.0;1.8;291.52;;Ceramic; /;White blade;ABS;Black; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;24,5 x 4,5;Côté tranchant;;;;;;;;6.0;18.0;20.0;39.5;30.0;0.023700000000000002;0.15388888888888888
10010207;SANTOKU EQUILIBRE CERAMIQUE LAME BLANCHE MANCH METAL BTE CDF;SANTOKU KNIFE EQUILIBRE WHITE CERAMIC BLADE METAL HDL IN BOX;SURPASS;2024-07-01;Céramique;Vrac;1.0;3118220050822;13118220050829;23118220050826;69120029000.0;1.8;272.8;;Ceramic; /;White blade;ABS;Black; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;24,5 x 4,5;Côté tranchant;;;;;;;;6.0;18.0;20.0;39.5;30.0;0.023700000000000002;0.15000000000000002
10010208;NAKIRI EQUILIBRE CERAMIQUE LAME BLANCHE MANCH METAL BTE CDF;NAKIRI KNIFE EQUILIBRE WHITE CERAMIC BLADE METAL HDL IN BOX;SURPASS;2024-07-01;Céramique;Vrac;1.0;3118220050839;13118220050836;23118220050833;69120029000.0;1.8;271.69;;Ceramic; /;White blade;ABS;Black; /; /; /; /; /; LE COUTEAU DU CHEF CERAMIC + LOGO TB;24,5 x 4,5;Côté tranchant;;;;;;;;6.0;18.0;19.5;39.5;30.5;0.023492625;0.15722222222222224
10020043;CISEAU 22.5CM ACIDULE SUR CARTE COULEUR ASSORTIE;ACIDULE KITCHEN SCISSORS ON CARD ASSORTED COLORS;YINHONG;2015-03-06;Acidule;Vrac;1.0;3118220008991;13118220008998;23118220008995;82130000000.0;3;220;;2CR14;13;Black Titanium coating;AS/ABS + PP cover with bee to protect the bottom side screw;Transparent white;Black carbon; /; /; /; /;LAGUIOLE HERITAGE;4 x 14,5;Sur lame;;Each piece on a card - then 6 pieces ( 3 pieces of each colors) in a neutral box with sticker (description - barcode - n° lot written as a barcode - quantity) - then 8 neutral boxes in a master carton with colors stickers (=48 pieces);;;;;;6.0;48.0;20.5;49.0;32.0;0.032144;0.18999999999999997
10020074;SECATEUR A VOLAILLE ACIDULE COULEUR ASSORTIE CARTE PEGB;LAGUIOLE POULTRY SHEARS ASSORTED COLOURS;BHP;2015-12-01;Acidule;Vrac;1.0;3118220013315;13118220013312;23118220013319;82015000000.0;3;245;;2CR14;13;Black Titanium coating;AS/ABS + PP cover with bee to protect the bottom side screw;Black carbon;White;Red;Pink;Turquoise blue;Green anis;LAGUIOLE HERITAGE;4 x 13,50;Sur lame;;;;;;;;6.0;48.0;22.0;56.0;33.0;0.040656;0.24883333333333335
10020112;OFFICE ACIDULE COLLECTION COULEUR 2.9;PARING ACIDULE COLOR COLLECTION 2.9;HONGXING;2018-07-12;Acidule;Vrac;1.0;3118220025394;13118220025391;23118220025398;82119200000.0;1.5;191;35;2CR14;13; /;AS/ABS;Red 032;Yellow 7752C;Pink 7647C;Green 5763C;Blue 7687C;Turquoise 7715C;LAGUIOLE HERITAGE;4 x 13;Côté dentelure;Non;Each piece with a sticker (french description - barcode - n° lot - Imported by - picto) - then 6 pieces in silk paper together (1 of each color) in a white box with sticker (description - barcode - N° lot written as a barcode - quantity ) - then 24 sets in a master carton ( = 144 pieces);Carton;10;4.5;22.3;6;6.0;144.0;27.0;29.5;25.5;0.02031075;0.035500000000000004
10020113;EPLUCHEUR ACIDULE COLLECTION COULEUR 2.9;PEELER ACIDULE COLOR COLLECTION 2.9;HONGXING;2018-07-12;Acidule;Vrac;1.0;3118220025400;13118220025407;23118220025404;82119200000.0;1.5;165;26;2CR14;13; /;AS/ABS;Red 032;Yellow 7752C;Pink 7647C;Green 5763C;Blue 7687C;Turquoise 7715C;LAGUIOLE HERITAGE;1,8 x 27;Côté dentelure;Non;Each piece with a sticker (french description - barcode - n° lot - Imported by - picto) - then 6 pieces in silk paper together (1 of each color) in a white box with sticker (description - barcode - N° lot written as a barcode - quantity ) - then 24 sets in a master carton ( = 144 pieces);Carton;18;4.5;18;5;6.0;144.0;21.0;32.5;20.0;0.01365;0.030500000000000003
10020114;TARTINEUR ACIDULE COLLECTION COULEUR 2.9;SPREADER ACIDULE COLOR COLLECTION 2.9;HONGXING;2018-07-12;Acidule;Vrac;1.0;3118220025417;13118220025414;23118220025411;82119200000.0;1.5;172;33;2CR14;13; /;AS/ABS;Red 032;Yellow 7752C;Pink 7647C;Green 5763C;Blue 7687C;Turquoise 7715C;LAGUIOLE HERITAGE;4 x 13;Côté dentelure;Non;Each piece with a sticker (french description - barcode - n° lot - Imported by - picto) - then 6 pieces in silk paper together (1 of each color) in a white box with sticker (description - barcode - N° lot written as a barcode - quantity ) - then 24 sets in a master carton ( = 144 pieces);Carton;12;4.5;18;5;6.0;144.0;20.5;32.0;20.0;0.01312;0.032
10020115;STEAK ACIDULE COLLECTION COULEUR 2.9;STEAK ACIDULE COLOR COLLECTION 2.9;HONGXING;2018-07-12;Acidule;Vrac;1.0;3118220025424;13118220025421;23118220025428;82119200000.0;1.5;235;43;2CR14;13; /;AS/ABS;Red 032;Yellow 7752C;Pink 7647C;Green 5763C;Blue 7687C;Turquoise 7715C;LAGUIOLE HERITAGE;4 x 13;Côté dentelure;Non;Each piece with a sticker (french description - barcode - n° lot - Imported by - picto) - then 6 pieces in silk paper together (1 of each color) in a white box with sticker (description - barcode - N° lot written as a barcode - quantity ) - then 24 sets in a master carton ( = 144 pieces);Carton;44;6;25;6;6.0;144.0;20.0;26.5;26.5;0.014044999999999998;0.04847222222222222
10020116;FROMAGE ACIDULE COLLECTION COULEUR 2.9;CHEESE KNIFE ACIDULE COLOR COLLECTION 2.9;HONGXING;2018-07-16;Acidule;Vrac;1.0;3118220025486;13118220025483;23118220025480;82119200000.0;1.8;235;48;2CR14;13; /;AS/ABS;Red 032;Yellow 7752C;Pink 7647C;Green 5763C;Blue 7687C;Turquoise 7715C;LAGUIOLE HERITAGE;4 x 13;Côté dentelure;;Each piece with a sticker (french description - barcode - n° lot - Imported by - picto) - then 6 pieces in silk paper together (1 of each color) in a white box with sticker (description - barcode - N° lot written as a barcode - quantity ) - then 24 sets in a master carton ( = 144 pieces);;;;;;6.0;144.0;27.5;27.5;27.0;0.02041875;0.0546875
10020120;;;;;Acidule;Vrac;1.0;;;;;2;215;49;18/0;16-18; /;AS/ABS;;;;;;;LAGUIOLE HERITAGE;4 x 13;Derrière tête;;;;;;;;;;;;;;
10020121;;;;;Acidule;Lot;3.0;;;;;;;;;;;;;;;;;;LAGUIOLE HERITAGE;;;;;;;;;;;;;;;;
10020122;;;;;Acidule;Lot;3.0;;;;;;;;;;;;;;;;;;LAGUIOLE HERITAGE;;;;;;;;;;;;;;;;
10020123;COFFRET SERVICE A DÉCOUPER 3 PIÈCES ACIDULE ROUGE;;;;Acidule;False;;3118220031005;0;0;;;;;;;;;;;;;;;LAGUIOLE HERITAGE;;;;;;;;;;6.0;6.0;19.0;36.0;27.5;0.01881;0.9500000000000001
10020124;FOURCHETTE A DECOUPER LAGUIOLE ACIDULE ROUGE 185C;;;;Acidule;False;;3118220032910;0;0;;2;215;49;18/0;16-18; /;AS/ABS;Red 185C; /; /; /; /; /;LAGUIOLE HERITAGE;4 x 13;Derrière tête;;;;;;;;120.0;120.0;0.0;0.0;0.0;0.0;0.0
10020125;COUTEAU A DECOUPER LAGUIOLE ACIDULE ROUGE 185C;;;;Acidule;False;;3118220032927;0;0;;1.5;235;43;2CR14;13; /;AS/ABS;Red 185C; /; /; /; /; /;LAGUIOLE HERITAGE;4 x 13;Côté dentelure;Non;Boîte blanche neutre;Carton;;;;;120.0;120.0;14.0;36.5;28.0;0.014307999999999998;0.12933333333333333
10020126;;;;;Acidule;Lot;6.0;;;;;;;;;;;;;;;;;;LAGUIOLE HERITAGE;;;;;;;;;;;;;;;;
10020129;LAG HERITAGE CISEAU 22.5CM ACIDULE NOIR POLYFLAME;LG HERIT SCISSORS 7FCT BLACK CAR;YINHONG;2025-09-03;Héritage;Vrac;1.0;3661075394639;3661075402617;3661075394646;;3;225;;2CR14;13;Satin finishing;ABS;Black; /; /; /; /; /;LAGUIOLE HERITAGE;;;;1 scissor on a color card - 6 scissors in an inner box with sticker (Designation-Polyflame reference-PO Polyflame-Quantity-EAN) - then 8 inner boxes in a master carton;;;;;;6.0;48.0;0.0;0.0;0.0;0.0;0.0
10050013;HUITRE HERITAGE SENS LASURE COULEUR PANACHE +GENCOD;SENS OYSTER KNIFE WOOD HDLE ASS. COLOR DARK LIGHT;GUANGWEI;2014-07-16;Sens;Vrac;1.0;3118220005044;13118220005041;23118220005048;82119200000.0;1.8;155;44;2CR14;13;Vanish on handle;Zebra wood/european ash wood;Dark wood;Light wood;/;/;/;/;LAGUIOLE HERITAGE;3,6 x 15;Côté dentelure;;;;;;;;12.0;144.0;27.0;43.0;25.0;0.029025;0.05532638888888888
10050014;FROMAGE HERITAGE SENS LASURE COULEUR PANACHE +GENCOD;SENS CHEESE KNIFE WOOD HDLE ASS. COLOR DARK LIGHT;GUANGWEI;2014-07-16;Sens;Vrac;1.0;3118220005051;13118220005058;23118220005055;;;;;;;Vanish on handle;Zebra wood/european ash wood;Dark wood;Light wood;/;/;/;/;LAGUIOLE HERITAGE;;;;;;;;;;12.0;144.0;18.5;26.5;26.5;0.012991625;0.044000000000000004
10050016;STEAK HERITAGE SENS LASURE COULEUR PANACHE +GENCOD;SENS STEAK KNIFE WOOD HDLE ASS. COLOR DARK LIGHT;GUANGWEI;2014-07-16;Sens;Vrac;1.0;3118220005075;13118220005072;23118220005079;;2;235;53;3CR14;13;Vanish on handle;Zebra wood/european ash wood;Dark wood;Light wood;/;/;/;/;LAGUIOLE HERITAGE;3,6 x 15;Côté dentelure;Non;Boîte blanche neutre;Carton;34;4;25;8;12.0;144.0;18.5;27.0;24.5;0.01223775;0.054
10050017;OFFICE HERITAGE SENS LASURE COULEUR PANACHE +GENCOD;SENS PARING KNIFE WOOD HDLE ASS. COLOR DARK LIGHT;GUANGWEI;2014-07-16;Sens;Vrac;1.0;3118220005099;13118220005096;23118220005093;;1.5;190;34;3CR14;13;Vanish on handle;Zebra wood/european ash wood;Dark wood;Light wood; /; /; /; /;LAGUIOLE HERITAGE;3,6 x 15;Côté tranchant;;;;;;;;12.0;144.0;19.0;25.0;22.0;0.01045;0.038000000000000006
10050018;EPLUCHEUR HERITAGE SENS LASURE COULEUR PANACHE +GENCOD;SENS PEELER KNIFE WOOD HDLE ASS. COLOR DARK LIGHT;GUANGWEI;2014-07-16;Sens;Vrac;1.0;3118220005105;13118220005102;23118220005109;82119200000.0;1.5;165;30;3CR14;13;Vanish on handle;Zebra wood/european ash wood;Dark wood;Light wood; /; /; /; /;LAGUIOLE HERITAGE;1,7 x 11;Sur lame;;;;;;;;12.0;144.0;18.5;23.5;20.0;0.008694999999999998;0.033
10050020;COTE DE BOEUF HERITAGE SENS LASURE CLAIR+GENCOD+SLEEVE;SENS T BONE DARK WOOD HANDLE;GUANGWEI;2014-07-16;Sens;Vrac;1.0;3118220005617;0;0;;;;;;;;;;;;;;;;;;;;;;;;;12.0;120.0;15.5;28.0;28.0;0.012152000000000003;0.06699999999999999
10050024;COTE BOEUF HERITAGE SENS LASURE BOIS CLAIR SUR CARTE PEGB;SENS T BONE KNIFE WOOD HDLE ASS. LIGHT COL;GUANGWEI;2014-07-16;Sens;Vrac;1.0;3118220011656;0;0;;;;;;;;;;;;;;;;;;;;;;;;;6.0;144.0;25.0;48.0;36.0;0.0432;0.08600000000000001
10050030;COTE A L OS SENS MANCHE OLIVIER SACHET + GENCOD;;;;Sens;Vrac;1.0;3118220025226;13118220025223;23118220025220;;2;240;68;3CR14;13;Mirror polish;Olive wood;Wood matt finishing; /; /; /; /; /;LAGUIOLE HERITAGE;4 x 16;Côté dentelure;Non;Boîte blanche neutre;Carton;81;4;25;10;12.0;144.0;20.0;32.0;27.0;0.017280000000000004;0.07678472222222223
10080013;BLOC MAGNETIQUE 4 COUTEAUX FURTIF EVERCUT;;;;Furtif evercut;Lot;4.0;3118220041042;0;0;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;0.0;0.0;0.0;0.0;0.0
10100006;BLOC PIN BLANC DESIGN 6 CTX LAG TRANSPARENT COLORIS CHAUD;;;;Laguiole;Lot;6.0;3118220020184;0;0;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6.0;28.0;20.5;14.5;0.008322999999999999;0.37799999999999995
10100011;BLOC 6 COUTEAUX LAGUIOLE PRODUCTION AMAZON AUTOMNE;;;;Laguiole;Lot;6.0;3118220031104;13118220031101;23118220031108;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;15.5;27.5;22.0;0.0093775;0.40700000000000003
10100012;BLOC 6 COUTEAUX LAGUIOLE PRODUCTION AMAZON HIVER;;;;Laguiole;Lot;6.0;3118220031111;13118220031118;23118220031115;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;15.5;27.5;22.0;0.0093775;0.40700000000000003
10100013;BLOC 6 COUTEAUX LAGUIOLE PRODUCTION AMAZON PRINTEMPS;;;;Laguiole;Lot;6.0;3118220031128;13118220031125;23118220031122;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;15.5;27.5;22.0;0.0093775;0.40900000000000003
10100014;BLOC 6 COUTEAUX LAGUIOLE PRODUCTION AMAZON ETE;;;;Laguiole;Lot;6.0;3118220031135;13118220031132;23118220031139;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;15.5;27.5;22.0;0.0093775;0.40700000000000003
10100015;COFFRET BOIS 6 COUTEAUX LAGUIOLE ABS NOIR MARBRE;SET OF 6 KNIVES LAG ABS MARBLE BLACK IN WOODEN BOX;;2019-11-28;Laguiole;Lot;6.0;3118220031302;0;0;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;18.5;28.5;17.5;0.009226874999999999;0.6553333333333333
10100016;COFFRET BOIS 6 COUTEAUX LAGUIOLE ABS GRIS MARBRE;SET OF 6 KNIVES LAG ABS MARBLE GREY IN WOODEN BOX;;2019-11-28;Laguiole;Lot;6.0;3118220031319;0;0;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;18.5;28.5;17.5;0.009226874999999999;0.6553333333333333
10100017;COFFRET BOIS 6 COUTEAUX LAGUIOLE ABS ROUGE MARBRE;SET OF 6 KNIVES LAG ABS MARBLE RED IN WOODEN BOX;;2019-11-28;Laguiole;Lot;6.0;3118220031326;0;0;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;18.5;28.5;17.5;0.009226874999999999;0.622
10100018;COFFRET BOIS 6 COUTEAUX LAGUIOLE METAL;SET OF 6 KNIVES LAG METAL IN WOODEN BOX;;2019-11-28;Laguiole;Lot;6.0;3118220031333;0;0;;;;;;13;;;;;;;;;;;;;;;;;;;6.0;6.0;18.5;28.5;17.5;0.009226874999999999;0.691
10100019;CISEAU UNIVERSEL LAGUIOLE HERITAGE ABS NOIR;BEE HERITAGE ABS BLACK UNIVERSAL SCISSORS;YINHONG;2022-07-28;Heritage;Vrac;1.0;3118220044456;13118220044453;23118220044450;;2;224;;2CR14;13;Mat finishing;Solid ABS + PP cover with bee to protect the bottom side screw;Black; /; /; /; /; /;LAGUIOLE HERITAGE;14 X 3,8;Sur lame;;Each piece on a card - then 6 pieces in a neutral box with sticker (french description - barcode - quantity - N° Lot written as a barcode) - then 8 boxes in a master carton (= 48 pieces) with a black sticker on it.;;;;;;6.0;48.0;22.0;48.0;31.0;0.032735999999999994;0.16
10100020;SECATEUR A VOLAILLE LAGUIOLE HERITAGE ABS NOIR;;;;Heritage;Vrac;1.0;3118220044463;0;0;;;;;;;;;;;;;;;;;;;Each piece on a card - then 6 pieces in a neutral box with sticker (french description - barcode - quantity - N° Lot written as a barcode) - then 8 boxes in a master carton (= 48 pieces) with a black sticker on it.;;;;;;6.0;48.0;23.0;56.0;33.0;0.042504;0.008833333333333334
10100021;;;;;Heritage;Lot;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10100022;;;;;Heritage;Lot;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10100023;;;;;Laguiole;Lot;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10100024;;;;;Laguiole;Lot;6.0;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;
10100025;;;;;Laguiole;Lot;6.0;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;
10100026;CISAILLE A VOLAILLE ABS NOIR CARREFOUR;ABS BLACK HANDLE POULTRY KITCHEN SCISSORS CARREFOUR;YINHONG;;Laguiole;Vrac;1.0;3616958444215;03616956527996;03616955387096;82015000.0;3;245;;2CR14;13;Mat finishing;Solid ABS;Black C with white tray; /; /; /; /; /;Logo Carrefour Home;7 x 4;;;Each piece on a card - then 6 pieces in a neutral box with sticker (french description - barcode - quantity - N° Lot written as a barcode) - then 8 boxes in a master carton (= 48 pieces) with a black sticker on it.;;;;;;6.0;48.0;25.0;33.0;54.5;0.04496250000000001;0.0
10110004;OFFICE LAGUIOLE HERITAGE MANCHE PAKKAWOOD EN BOITE CARTON;;;;Heritage;Vrac;1.0;3118220034532;13118220034539;23118220034536;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6.0;11.5;33.0;17.5;0.0066412500000000005;0.17400000000000002
10110005;LOT 2 STEAK LAGUIOLE HERITAGE MANCHE PAKKAWOOD BOITE CARTON;;;;Heritage;Lot;2.0;3118220034549;0;0;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6.0;11.5;35.0;24.0;0.009659999999999998;0.33499999999999996
10110006;CUISINE 16 LAGUIOLE HERITAGE MANCHE PAKKAWOOD BOITE CARTON;;;;Heritage;Vrac;1.0;3118220034556;13118220034553;23118220034550;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6.0;11.0;46.0;18.0;0.009108000000000002;0.314
10110007;UTILITAIRE LAGUIOLE HERITAGE MANCHE PAKKAWOOD EN BTE CARTON;;;;Heritage;Vrac;1.0;3118220034563;13118220034560;23118220034567;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6.0;11.0;35.5;18.5;0.00722425;0.18799999999999997
10110008;CHEF 22 LAGUIOLE HERITAGE MANCHE PAKKAWOOD EN BOITE CARTON;;;;Heritage;Vrac;1.0;3118220034570;13118220034577;23118220034574;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6.0;10.7;46.0;18.0;0.0088596;0.34
